projectGoldId	projectName	legacyGoldId	studyGoldId	biosampleGoldId	organismGoldId	itsProposalId	itsSpid	itsSampleId	pmoProjectId	gptsProposalId	ncbiBioProjectAccession	ncbiBioSampleAccession	projectStatus	sequencingStatus	jgiFundingProgram	jgiFundingYear	hmpId	modDate	addDate	sequencingStrategy	sequencingCenters	seqMethod	genomePublications	otherPublications	sraExperimentIds	ncbiTaxId
Gp0113480	Cephaloascus albidus ATCC 66658 Standard Draft		Gs0000001		Go0111496	662	1040507			300789	PRJNA340616	SAMN05720587	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2330890', 'SRX2330891']	43958
Gp0114101	Pluteus cervinus NL-1719 Standard Draft		Gs0000001		Go0111968	662	1063679			300789	PRJNA333101	SAMN05445981	Permanent Draft	Complete	CSP	2012		2023-01-02	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[{'pubmedId': 30886374, 'journalName': 'Nature ecology & evolution', 'volume': None, 'issue': None, 'page': None, 'title': 'Megaphylogeny resolves global patterns of mushroom evolution.', 'publicationDate': '2019-02-01', 'doi': '10.1038/s41559-019-0834-1'}]	[]	['SRX2139636']	181527
Gp0114187	Pseudomerulius curtisii KUC2214 Standard Draft		Gs0000001		Go0111998	662	1036196			300789	PRJNA346302	SAMN05877895	incomplete	Complete	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	693315
Gp0113699	Gloniopsis sp. FL0384 Minimal Draft		Gs0000001		Go0111645	662	1033461			300789	PRJNA346913	SAMN05921088	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX4807064']	1907235
Gp0116940	Coniella lustricola B22-T-1 Standard Draft		Gs0000001		Go0113522	662	1073556			300789	PRJNA334659	SAMN05518781	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-06-23	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2885824']	2025994
Gp0116995	Purpureocillium sp. UdeA0106 Standard Draft		Gs0000001		Go0113570	662	1071127			300789	PRJNA334661	SAMN05445699	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-06-23	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2483419']	1323837
Gp0113404	Anthracobia macrocystis K1A Standard Draft		Gs0000001		Go0111454	662	1063667			300789	PRJNA334318	SAMN05444687	incomplete	In progress	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	['SRX3028883', 'SRX3028882', 'SRX3028887', 'SRX3028886', 'SRX3028885', 'SRX3028884']	352968
Gp0114082	Phaeoacremonium sp. FL0889 Standard Draft		Gs0000001		Go0111958	662	1033509			300789	PRJNA333097	SAMN05518931	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX3538811', 'SRX3538812']	1884258
Gp0120232	Parasitella parasitica NRRL 2501 Standard Draft		Gs0000001		Go0115939	662	1076124			300789	PRJNA334778	SAMN05445332	Permanent Draft	Complete	CSP	2012		2023-02-17	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX5628724', 'SRX5628723']	35722
Gp0119962	Digitatispora marina 008cD1.1 Standard Draft		Gs0000001		Go0115690	662	1081725			300789	PRJNA347013	SAMN05877799	incomplete	Complete	CSP	2012		2023-02-17	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	['SRX7190765', 'SRX7190766', 'SRX10013708']	1585794
Gp0120011	Kockovaella imperatae NRRL Y-17943 Standard Draft		Gs0000001		Go0115733	662	1075691			300789	PRJNA334695	SAMN05445367	Permanent Draft	Complete	CSP	2012		2023-02-13	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX3335869', 'SRX3335868', 'SRX3335879', 'SRX3335867', 'SRX3335878', 'SRX3335866', 'SRX3335877', 'SRX3335876', 'SRX3335865', 'SRX3335864', 'SRX3335875', 'SRX3335874', 'SRX3335863', 'SRX3335873', 'SRX3335872', 'SRX3335871', 'SRX3335870', 'SRX3335880']	4999
Gp0128251	Circinella umbellata NRRL 1351 Standard Draft		Gs0000001		Go0120372	662	1085223			300789	PRJNA331974	SAMN05444945	Permanent Draft	Complete	CSP	2012		2023-01-02	2016-01-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2926026', 'SRX2926037', 'SRX2926027', 'SRX2926016', 'SRX2926017', 'SRX2926028', 'SRX2926029', 'SRX2926018', 'SRX2926019', 'SRX2926030', 'SRX2926020', 'SRX2926031', 'SRX2926021', 'SRX2926032', 'SRX2926022', 'SRX2926033', 'SRX2926034', 'SRX2926023', 'SRX2926024', 'SRX2926035', 'SRX2926025', 'SRX2926036']	101103
Gp0128157	Catenaria anguillulae PL171 Improved Draft		Gs0000001		Go0009752	662	1092667			300789	PRJNA330705	SAMN05421822	Permanent Draft	Complete	CSP	2012		2022-12-29	2016-01-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina NextSeq-MO', 'Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	[]	109876
Gp0134152	Auriculariopsis ampla NL-1724		Gs0000001		Go0125833	662	1101474			300789	PRJNA334997	SAMN05444728	Permanent Draft	Complete	CSP	2012		2022-12-29	2016-02-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[{'pubmedId': 31257601, 'journalName': 'The New phytologist', 'volume': None, 'issue': None, 'page': None, 'title': 'Comparative genomics reveals unique wood-decay strategies and fruiting body development in the Schizophyllaceae.', 'publicationDate': '2019-02-01', 'doi': '10.1111/nph.16032'}]	[]	['SRX2485727', 'SRX2485728', 'SRX2485724', 'SRX2485725', 'SRX2485726']	97359
Gp0191675	Albatrellus peckianus DAOM 52321 Standard Draft		Gs0000001		Go0357131	662	1119249			300789	PRJNA363657	SAMN06265511	incomplete	Complete	CSP	2012		2023-01-13	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4632880', 'SRX4632870', 'SRX4632881', 'SRX4632873', 'SRX4632874', 'SRX4632882', 'SRX4632871', 'SRX4632872', 'SRX4632877', 'SRX4632878', 'SRX4632875', 'SRX4632876', 'SRX4632879', 'SRX4632869']	80572
Gp0191686	Lyophyllum montanum OKM 7240 Standard Draft		Gs0000001		Go0357142	662	1119283			300789	PRJNA363668	SAMN06281767	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX7206575', 'SRX7206564', 'SRX7206574', 'SRX7206563', 'SRX7206566', 'SRX7206565', 'SRX7206568', 'SRX7206567', 'SRX7206569', 'SRX7206571', 'SRX7206570', 'SRX7206562', 'SRX7206573', 'SRX7206572', 'SRX7206561']	1940298
Gp0191693	Slooffia pilatii NRRL Y-17178 Standard Draft		Gs0000001		Go0357149	662	1119295			300789	PRJNA368369	SAMN06266880	incomplete	Complete	CSP	2012		2023-02-13	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4365299', 'SRX4365298', 'SRX4365297', 'SRX4365296', 'SRX4365295', 'SRX4365294', 'SRX4365293', 'SRX4365292']	106016
Gp0230831	Caulochytrium protostelioides ATCC52028 - #4		Gs0000001		Go0047315	662	1027356	48986		300789	PRJNA421603	SAMN08148464	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[{'pubmedId': 30297742, 'journalName': 'Nat Microbiol', 'volume': '3', 'issue': '12', 'page': '1417-1428', 'title': 'Leveraging single-cell genomics to expand the fungal tree of life.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41564-018-0261-0'}]	[]	[]	1555241
Gp0230832	Caulochytrium protostelioides ATCC52028 - #5		Gs0000001		Go0047315	662	1027356	48987		300789	PRJNA421604	SAMN08148458	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[]	[]	[]	1555241
Gp0230236	Syncephalis pseudoplumigaleata Benny S71-1 - Syn2J8		Gs0000001		Go0036342	662	1019525	101904		300789	PRJNA421591	SAMN08148434	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	1712513
Gp0230237	Syncephalis pseudoplumigaleata Benny S71-1 - Syn3J3		Gs0000001		Go0036342	662	1019525	101895		300789	PRJNA421592	SAMN08148439	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	1712513
Gp0234559	Thamnocephalis sphaerospora RSA 1356 - Nex5hG04		Gs0000001		Go0118503	662	1090758	107209		300789	PRJNA421757	SAMN08153350	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0230242	Syncephalis pseudoplumigaleata Benny S71-1 - Syn4D3		Gs0000001		Go0036342	662	1019525	101901		300789	PRJNA421597	SAMN08148436	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	1712513
Gp0230835	Caulochytrium protostelioides ATCC52028 - #9		Gs0000001		Go0047315	662	1027356	48991		300789	PRJNA421607	SAMN08148459	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[]	[]	[]	1555241
Gp0234569	Thamnocephalis sphaerospora RSA 1356 - Tham5hG07		Gs0000001		Go0118503	662	1090758	101911		300789	PRJNA421749	SAMN08153357	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0234570	Thamnocephalis sphaerospora RSA 1356 - Tham5hJ03		Gs0000001		Go0118503	662	1090758	101914		300789	PRJNA421750	SAMN08153356	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0272415	Metschnikowia bicuspidata Baker2002 - S1P1pl3-53508		Gs0000001		Go0072273	662	1032366	53508		300789	PRJNA421587	SAMN08148429	incomplete	Complete				2017-12-08	2017-12-07	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	[]	[]	[]	[]	27322
Gp0305042	Phoma multirostrata 7a Standard Draft		Gs0000001		Go0411473	662	1150440			300789	PRJNA500110	SAMN10362912	incomplete	Complete	CSP	2012		2022-12-23	2018-03-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5084375', 'SRX5084374', 'SRX5084373', 'SRX5084372']	73003
Gp0306497	Rhamphospora nymphaeae CBS 172.38 Standard Draft		Gs0000001		Go0411791	662	1185592			300789	PRJNA571626	SAMN12812539	incomplete	Complete	CSP	2012		2023-02-14	2018-04-13	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX7091092', 'SRX7091093', 'SRX7091094', 'SRX7091095']	62645
Gp0589668	Rogerpetersonia torreyae U1776 Standard Draft		Gs0000001		Go0584561	662	1322472			300789			targeted	Awaiting Sample	CSP	2012		2022-10-21	2021-09-13	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	198652
Gp0589670	Thyridium sp. CBS 149464 Standard Draft		Gs0000001		Go0584562	662	1322479			300789			incomplete	Complete	CSP	2012		2023-01-15	2021-09-13	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	2006390
Gp0110337	Anomoporia bombycina ATCC64506 Standard Draft		Gs0000001		Go0109871	662	1051233			300789	PRJNA333831	SAMN05447119	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124839', 'SRX2124840', 'SRX2124841']	264122
Gp0110558	Caloscypha fulgens 42695-D Standard Draft		Gs0000001		Go0110087	662	1052670			300789	PRJNA333792	SAMN05447060	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX2126100', 'SRX2126099', 'SRX2126102', 'SRX2126101', 'SRX2126104', 'SRX2126103', 'SRX2126106', 'SRX2126105', 'SRX2126107']	47187
Gp0110879	Stomiopeltis betulae CBS114420 Standard Draft		Gs0000001		Go0110406	662	1051245			300789	PRJNA333473	SAMN05446962	incomplete	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124837', 'SRX2124838']	706121
Gp0110618	Lineolata rhizophorae ATCC16933 Standard Draft		Gs0000001		Go0110147	662	1051209			300789	PRJNA334192	SAMN05446853	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124820', 'SRX2124821']	578093
Gp0036369	Xerocomus badius 84.06	Gi0042458	Gs0000001		Go0036369	662	1019549			300789	PRJNA265603	SAMN03159395	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2050802']	36058
Gp0033175	Microthyrium microscopicum CBS 115976	Gi38955	Gs0000001		Go0033175	662	1011369			300789	PRJNA234668	SAMN05660417	Permanent Draft	Complete	CSP	2012		2023-02-17	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'Illumina HiSeq 2500-Rapid']	[]	[]	['SRX2118872', 'SRX2118873', 'SRX2118870', 'SRX2118871']	703497
Gp0033091	Porodaedalea chrysoloma FP-135951	Gi22466	Gs0000001		Go0033091	662	1009630			300789	PRJNA200594	SAMN02745965	Permanent Draft	Complete	CSP	2012		2023-02-17	2012-10-31	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX871944', 'SRX871945', 'SRX871943']	74615
Gp0033094	Vararia minispora EC-137	Gi22469	Gs0000001		Go0033094	662	1006141			300789	PRJNA196070	SAMN02745967	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-10-31	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874546']	1314806
Gp0019261	Gymnascella aurantiaca NRRL 5967	Gi38925	Gs0000001		Go0019261	662	1006431		407822	300789	PRJNA196037	SAMN00996349	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874551']	1149896
Gp0019416	Anthostoma avocetta NRRL 3190	Gi22202	Gs0000001		Go0019274	662	1006061		407867	300789	PRJNA221352	SAMN02745734	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX871847', 'SRX871848']	1405086
Gp0044465	Morchella importuna CCBAS932	Gi0051481	Gs0000001		Go0044465	662	1024000			300789	PRJNA217205	SAMN02744829	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-07-19	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 30420746, 'journalName': 'Nature ecology & evolution', 'volume': '2', 'issue': '12', 'page': '1956-1965', 'title': 'Pezizomycetes genomes reveal the molecular basis of ectomycorrhizal truffle lifestyle.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41559-018-0710-4'}]	[]	['SRX873338', 'SRX873337']	1174673
Gp0046557	Cadophora sp. DSE1049	Gi0053676	Gs0000001		Go0046557	662	1025590			300789	PRJNA243951	SAMN02745222	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29679020, 'journalName': 'Scientific reports', 'volume': '8', 'issue': '1', 'page': '6321', 'title': 'Comparative genomics provides insights into the lifestyle and reveals functional heterogeneity of dark septate endophytic fungi.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41598-018-24686-4'}]	[]	['SRX711903']	1485229
Gp0036643	Heterogastridium pycnidioideum ATCC MYA-4631 (P27)	Gi0042476	Gs0000001		Go0036643	662	1019593			300789	PRJNA218038	SAMN02744705	Permanent Draft	Complete	CSP	2012		2022-12-29	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX712099', 'SRX712100']	1397325
Gp0036263	Clathrus archeri CBS 113321	Gi0042288	Gs0000001		Go0036263	662	1019449			300789	PRJNA346801	SAMN05920696	targeted	Awaiting Sample	CSP	2012		2023-02-17	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	1449397
Gp0036355	Lophium mytilinum CBS 269.34	Gi0042330	Gs0000001		Go0036356	662	1019725			300789	PRJNA234407	SAMN05660224	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2110202', 'SRX2110203']	390894
Gp0036361	Westerdykella ornata CBS 379.55	Gi0042336	Gs0000001		Go0036361	662	1019761			300789	PRJNA245619	SAMN02745974	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX712330']	318751
Gp0036371	Lycoperdon perlatum FP-102459-T	Gi0042460	Gs0000001		Go0036371	662	1019553			300789	PRJNA333965	SAMN05446826	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2705379', 'SRX2705388', 'SRX2705378', 'SRX2705389', 'SRX2705390', 'SRX2705382', 'SRX2705393', 'SRX2705383', 'SRX2705394', 'SRX2705391', 'SRX2705380', 'SRX2705381', 'SRX2705392', 'SRX2705397', 'SRX2705386', 'SRX2705398', 'SRX2705387', 'SRX2705395', 'SRX2705384', 'SRX2705385', 'SRX2705396']	90686
Gp0072261	Auriscalpium vulgare FP105234-Sp	Gi0063314	Gs0000001		Go0072261	662	1031308			300789	PRJNA247917	SAMN02787033	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-12-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX713903']	40419
Gp0113492	Cladochytrium replicatum JEL 714 Standard Draft		Gs0000001		Go0111502	662	1042667			300789	PRJNA346872	SAMN05877945	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX3886241', 'SRX3939456', 'SRX3939457']	109936
Gp0113748	Leucosporidium scottii UCDFST 62-1032 Standard Draft		Gs0000001		Go0111672	662	1063587			300789	PRJNA330695	SAMN05421907	Permanent Draft	Complete	CSP	2012		2023-02-13	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX1973261', 'SRX1973260', 'SRX1973259']	5278
Gp0114593	Trichomonascus petasosporus NRRL YB-2093 Standard Draft		Gs0000001		Go0112327	662	1042933			300789	PRJNA332934	SAMN05446235	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2114793', 'SRX2114794']	64416
Gp0114565	Teratosphaeria sp. NC1134 Minimal Draft		Gs0000001		Go0112309	662	1033465			300789	PRJNA346346	SAMN05880594	incomplete	Complete	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina NovaSeq']	[]	[]	['SRX5780587']	1907221
Gp0114585	Naematelia encephala UCDFST 68-887.2 Standard Draft		Gs0000001		Go0112321	662	1063593			300789	PRJNA330699	SAMN05421904	Permanent Draft	Complete	CSP	2012		2022-12-30	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'PacBio RS II']	[]	[]	['SRX1973257', 'SRX1973256', 'SRX1973255', 'SRX1973254', 'SRX2510108', 'SRX2510109', 'SRX1973258']	71784
Gp0114588	Trichocoma paradoxa CBS 103.73 Standard Draft		Gs0000001		Go0112323	662	1053103			300789	PRJNA346920	SAMN05877885	incomplete	Complete	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	['SRX9464700']	76771
Gp0113438	Sympodiomyces attinorum (syn Blastobotrys attinorum) NRRL Y-27639 Standard Draft		Gs0000001		Go0111469	662	1040561			300789	PRJNA334331	SAMN05446041	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112590', 'SRX2112589']	254439
Gp0114183	Protomyces lactucae-debilis 12-1054		Gs0000001		Go0111996	662	1063581			300789	PRJNA330697	SAMN05421899	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX1973240', 'SRX1973239', 'SRX1973238']	2754530
Gp0120326	Uromycladium woodii BRIP 61600 Standard Draft		Gs0000001		Go0116012	662	1081731			300789			incomplete	In progress	CSP	2012		2022-07-25	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	203918
Gp0119903	Amylocarpus encephaloides TRa018bII Minimal Draft		Gs0000001		Go0115653	662	1081723			300789	PRJNA347005	SAMN05877812	incomplete	Complete	CSP	2012		2023-02-14	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina NovaSeq']	[]	[]	['SRX5780886']	45428
Gp0119921	Climacocystis borealis CliBor001 Standard Draft		Gs0000001		Go0115660	662	1075445			300789	PRJNA334668	SAMN05445339	Permanent Draft	Complete	CSP	2012		2023-02-17	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2752013', 'SRX2752012', 'SRX2752011', 'SRX2752010', 'SRX2752009', 'SRX2752008', 'SRX2752018', 'SRX2752007', 'SRX2752017', 'SRX2752016', 'SRX2752015', 'SRX2752014']	239101
Gp0124158	Syncephalis plumigaleata NRRL S24 Standard Draft		Gs0000001		Go0118599	662	1085233			300789	PRJNA332252	SAMN05445192	Permanent Draft	Complete	CSP	2012		2023-01-02	2015-11-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2483922', 'SRX2483921', 'SRX2483920', 'SRX2483915', 'SRX2483924', 'SRX2483923', 'SRX2483919', 'SRX2483918', 'SRX2483917', 'SRX2483916']	1851185
Gp0123653	Spinellus fusiger NRRL 22323 Standard Draft		Gs0000001		Go0118498	662	1089087			300789	PRJNA332244	SAMN05445128	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-10-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2483878', 'SRX2483877', 'SRX2483876', 'SRX2483875', 'SRX2483879', 'SRX2483881', 'SRX2483880', 'SRX2483885', 'SRX2483884', 'SRX2483883', 'SRX2483882', 'SRX2483889', 'SRX2483867', 'SRX2483888', 'SRX2483866', 'SRX2483887', 'SRX2483886', 'SRX2483869', 'SRX2483868', 'SRX2483892', 'SRX2483870', 'SRX2483891', 'SRX2483890', 'SRX2483874', 'SRX2483873', 'SRX2483872', 'SRX2483871']	101115
Gp0123657	Robbauera albescens NRRL Y-17547-D		Gs0000001		Go0118500	662	1085195			300789	PRJNA332245	SAMN05445129	Permanent Draft	Complete	CSP	2012		2022-12-30	2015-10-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2483856']	58915
Gp0128383	Trichophaea hybrida UTF0779 Standard Draft		Gs0000001		Go0120499	662	1086381			300789	PRJNA332041	SAMN05518955	Permanent Draft	Complete	CSP	2012		2022-12-29	2016-01-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel', 'PacBio RS II']	[]	[]	['SRX2752516', 'SRX2752515', 'SRX2752514', 'SRX2752513', 'SRX2752512', 'SRX2752511', 'SRX2752510', 'SRX2752509', 'SRX2938501', 'SRX2938500', 'SRX3105629', 'SRX3105628', 'SRX2938491', 'SRX2938490', 'SRX3105627', 'SRX3105626', 'SRX3105625', 'SRX2938499', 'SRX2938498', 'SRX2938497', 'SRX2938496', 'SRX2938495', 'SRX2938494', 'SRX2938493', 'SRX2938492', 'SRX3028941']	47213
Gp0191678	Crepidotus cesatii CBS 511.95 Standard Draft		Gs0000001		Go0357134	662	1119261			300789	PRJNA363660	SAMN06265513	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4639204', 'SRX4639203', 'SRX4639200', 'SRX4639189', 'SRX4639188', 'SRX4639199', 'SRX4639202', 'SRX4639201', 'SRX4639190', 'SRX4639185', 'SRX4639196', 'SRX4639195', 'SRX4639184', 'SRX4639187', 'SRX4639198', 'SRX4639197', 'SRX4639186', 'SRX4639192', 'SRX4639191', 'SRX4639194', 'SRX4639193']	110238
