	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
1699	Cecropis striolata	striolata	Striated Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1700	Celebesica abbotti		Pygmy Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1701	Celeus castaneus		Chestnut-colored Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1702	Celeus elegans		Chestnut Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1703	Celeus flavescens		Blond-crested Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1704	Celeus flavus	inornatus	Cream-colored Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1705	Celeus grammicus		Scale-breasted Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1706	Celeus loricatus		Cinnamon Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1707	Celeus lugubris		Pale-crested Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1708	Celeus obrieni		Kaempfer's Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1709	Celeus ochraceus		Ochre-backed Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1710	Celeus spectabilis		Rufous-headed Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1711	Celeus torquatus	torquatus	Ringed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1712	Celeus undatus		Waved Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1713	Centrocercus minimus		Gunnison Sage Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1714	Centrocercus minimus		Gunnison Sage Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1715	Centrocercus urophasianus		Greater Sage Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1716	Centronyx bairdii		Baird's Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
1717	Centronyx henslowii		Henslow's Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
1718	Centropus anselli		Gabon Coucal	Cuculidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1719	Centropus ateralbus		Pied Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1720	Centropus bengalensis		Lesser Coucal	Cuculidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1721	Centropus bernsteini		Lesser Black Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1722	Centropus celebensis		Bay Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1723	Centropus chalybeus		Biak Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1724	Centropus chlororhynchos		Green-billed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1725	Centropus cupreicaudus		Coppery-tailed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1726	Centropus goliath		Goliath Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1727	Centropus grillii		African Black Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1728	Centropus leucogaster		Black-throated Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1729	Centropus melanops		Black-faced Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1730	Centropus menbeki		Greater Black Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1731	Centropus milo		Buff-headed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1732	Centropus monachus		Blue-headed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1733	Centropus nigrorufus		Javan Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1734	Centropus phasianinus		Pheasant Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1735	Centropus rectunguis		Short-toed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1736	Centropus senegalensis		Senegal Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1737	Centropus sinensis		Greater Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1738	Centropus steerii		Black-hooded Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1739	Centropus superciliosus	burchellii	White-browed Coucal	Cuculidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1740	Centropus toulou		Madagascar Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1741	Centropus unirufus		Rufous Coucal	Cuculidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1742	Centropus violaceus		Violaceous Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1743	Centropus viridis	viridis	Philippine Coucal	Cuculidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1744	Cephalopterus glabricollis		Bare-necked Umbrellabird	Cotingidae		nan	nan	nan	nan	nan	B10K		
1745	Cephalopterus ornatus		Amazonian Umbrellabird	Cotingidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1746	Cephalopterus ornatus	ornatus	Amazonian Umbrellabird	Cotingidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1747	Cephalopterus penduliger		Long-wattled Umbrellabird	Cotingidae		nan	nan	nan	nan	nan	B10K		
1748	Cephalopyrus flammiceps		Fire-capped Tit	Paridae		nan	nan	nan	nan	nan	B10K		
1749	Cepphus carbo		Spectacled Guillemot	Alcidae		nan	nan	nan	nan	nan	B10K		
1750	Cepphus columba		Pigeon Guillemot	Alcidae		nan	nan	nan	nan	nan	B10K		
1751	Cepphus grylle		Black Guillemot	Alcidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
1752	Cepphus grylle		Black Guillemot	Alcidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1753	Cerasophila thompsoni		White-headed Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
1754	Ceratogymna atrata		Black-casqued Hornbill	Bucerotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1755	Ceratogymna elata		Yellow-casqued Hornbill	Bucerotidae		nan	nan	nan	nan	nan	B10K		
1756	Ceratopipra chloromeros		Round-tailed Manakin	Pipridae		nan	nan	nan	nan	nan	B10K		
1757	Ceratopipra cornuta		Scarlet-horned Manakin	Pipridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1758	Ceratopipra erythrocephala		Golden-headed Manakin	Pipridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1759	Ceratopipra mentalis		Red-capped Manakin	Pipridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1760	Ceratopipra rubrocapilla		Red-headed Manakin	Pipridae		nan	nan	nan	nan	nan	B10K		
1761	Cercibis oxycerca		Sharp-tailed Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
1762	Cercococcyx mechowi		Dusky Long-tailed Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1763	Cercococcyx montanus		Barred Long-tailed Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1764	Cercococcyx olivinus		Olive Long-tailed Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1765	Cercomacra brasiliana		Rio de Janeiro Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1766	Cercomacra carbonaria		Rio Branco Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1767	Cercomacra cinerascens		Gray Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1768	Cercomacra ferdinandi		Bananal Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1769	Cercomacra laeta		Willis's Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1770	Cercomacra manu		Manu Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1771	Cercomacra melanaria		Mato Grosso Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1772	Cercomacra nigrescens		Blackish Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1773	Cercomacra nigricans		Jet Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1774	Cercomacra parkeri		Parker's Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1775	Cercomacra serva		Black Antbird	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
1776	Cercomacra tyrannina		Dusky Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1777	Cercotrichas barbata		Miombo Bearded Scrub Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1778	Cercotrichas coryphoeus		Karoo Scrub Robin	Muscicapidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
1779	Cercotrichas coryphoeus	coryphaeus	Karoo Scrub Robin	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1780	Cercotrichas galactotes		Rufous Scrub Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1781	Cercotrichas hartlaubi		Brown-backed Scrub Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1782	Cercotrichas leucophrys		White-browed Scrub Robin	Muscicapidae		B10K	nan	nan	nan	sample_collected	B10K		
1783	Cercotrichas leucosticta		Forest Scrub Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1784	Cercotrichas paena	damarensis	Kalahari Scrub Robin	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1785	Cercotrichas podobe		Black Scrub Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1786	Cercotrichas quadrivirgata		Eastern Bearded Scrub Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1787	Cercotrichas signata		Brown Scrub Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1788	Cereopsis novaehollandiae		Cape Barren Goose	Anatidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1789	Cerorhinca monocerata		Rhinoceros Auklet	Alcidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1790	Certhia americana		American Treecreeper	Certhiidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1791	Certhia brachydactyla		Short-toed Treecreeper	Certhiidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1792	Certhia discolor		Sikkim Treecreeper	Certhiidae		nan	nan	nan	nan	nan	B10K		
1793	Certhia familiaris		Eurasian Treecreeper	Certhiidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
1794	Certhia familiaris	persica	Eurasian Treecreeper	Certhiidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1795	Certhia himalayana		Bar-tailed Treecreeper	Certhiidae		nan	nan	nan	nan	nan	B10K		
1796	Certhia hodgsoni		Hodgson's Treecreeper	Certhiidae		nan	nan	nan	nan	nan	B10K		
1797	Certhia manipurensis		Manipur Treecreeper	Certhiidae		nan	nan	nan	nan	nan	B10K		
1798	Certhia nipalensis		Rusty-flanked Treecreeper	Certhiidae		nan	nan	nan	nan	nan	B10K		
1799	Certhia tianquanensis		Sichuan Treecreeper	Certhiidae		nan	nan	nan	nan	nan	B10K		
1800	Certhiasomus stictolaemus		Spot-throated Woodcreeper	Dendrocolaptidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1801	Certhiaxis cinnamomeus	cinnamomea	Yellow-chinned Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1802	Certhiaxis mustelinus		Red-and-white Spinetail	Furnariidae		nan	nan	nan	nan	nan	B10K		
1803	Certhidea fusca		Gray Warbler Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
1804	Certhidea olivacea		Green Warbler Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
1805	Certhilauda benguelensis	kaokoensis	Benguela Long-billed Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1806	Certhilauda brevirostris		Agulhas Long-billed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
1807	Certhilauda chuana		Short-clawed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
1808	Certhilauda curvirostris		Cape Long-billed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
1809	Certhilauda semitorquata		Eastern Long-billed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
1810	Certhilauda subcoronata		Karoo Long-billed Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1811	Certhionyx variegatus		Pied Honeyeater	Meliphagidae		nan	nan	nan	nan	nan	B10K		
1812	Ceryle rudis		Pied Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1813	Cettia brunnifrons		Grey-sided Bush Warbler	Scotocercidae		nan	nan	nan	nan	nan	B10K		
1814	Cettia castaneocoronata		Chestnut-headed Tesia	Scotocercidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1815	Cettia cetti		Cetti's Warbler	Scotocercidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
1816	Cettia cetti		Cetti's Warbler	Scotocercidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1817	Cettia major		Chestnut-crowned Bush Warbler	Scotocercidae		nan	nan	nan	nan	nan	B10K		
1818	Ceuthmochares aereus		Yellowbill	Cuculidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1819	Ceyx argentatus		Silvery Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
1820	Ceyx azureus		Azure Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
1821	Ceyx cyanopectus		Indigo-banded Kingfisher	Alcedinidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1822	Ceyx erithaca		Oriental Dwarf Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
1823	Ceyx fallax		Sulawesi Dwarf Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
1824	Ceyx lepidus		Variable Dwarf Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1825	Ceyx melanurus	melanurus	Philippine Dwarf Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1826	Ceyx pusillus		Little Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
1827	Ceyx websteri		Bismarck Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1828	Chaetocercus astreans		Santa Marta Woodstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
1829	Chaetocercus berlepschi		Esmeraldas Woodstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
1830	Chaetocercus bombus		Little Woodstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
1831	Chaetocercus heliodor		Gorgeted Woodstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
1832	Chaetocercus jourdanii		Rufous-shafted Woodstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
1833	Chaetocercus mulsant		White-bellied Woodstar	Trochilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1834	Chaetops frenatus		Rockjumper	Eupetidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1835	Chaetoptila angustipluma		Kioea	Mohoidae		nan	nan	nan	nan	nan	B10K		
1836	Chaetorhynchus papuensis		Pygmy Drongo	Rhipiduridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1837	Chaetorhynchus papuensis		Pygmy Drongo	Rhipiduridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1838	Chaetornis striata		Bristled Grass Warbler	Locustellidae		nan	nan	nan	nan	nan	B10K		
1839	Chaetura brachyura		Short-tailed Swift	Apodidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1840	Chaetura chapmani		Chapman's Swift	Apodidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1841	Chaetura cinereiventris		Gray-rumped Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
1842	Chaetura egregia		Pale-rumped Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
1843	Chaetura fumosa		Costa Rican Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
1844	Chaetura martinica		Lesser Antillean Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
1845	Chaetura meridionalis		Sick's Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
1846	Chaetura pelagica		Chimney Swift	Apodidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1847	Chaetura pelagica		Chimney Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1848	Chaetura spinicaudus		Band-rumped Swift	Apodidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1849	Chaetura vauxi		Vaux's Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
1850	Chaetura viridipennis		Amazonian Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
1851	Chaimarrornis leucocephalus		White-capped Water Redstart	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1852	Chaimarrornis leucocephalus		White-capped Water Redstart	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1853	Chaimarrornis leucocephalus		White-capped Water Redstart	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1854	Chalcites basalis		Horsfield's Bronze Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1855	Chalcites crassirostris		Pied Bronze Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1856	Chalcites lucidus		Shining Bronze Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1857	Chalcites megarhynchus		Long-billed Cuckoo	Cuculidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1858	Chalcites meyerii		White-eared Bronze Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1859	Chalcites minutillus		Little Bronze Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1860	Chalcites osculans		Black-eared Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1861	Chalcites ruficollis		Rufous-throated Bronze Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1862	Chalcomitra adelberti		Buff-throated Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
1863	Chalcomitra amethystina		Amethyst Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1864	Chalcomitra balfouri		Socotra Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
1865	Chalcomitra fuliginosa		Carmelite Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1866	Chalcomitra hunteri		Hunter's Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
1867	Chalcomitra rubescens		Green-throated Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
1868	Chalcomitra senegalensis		Scarlet-chested Sunbird	Nectariniidae		B10K	nan	nan	nan	sample_collected	B10K		
1869	Chalcoparia singalensis		Ruby-cheeked Sunbird	Nectariniidae		B10K	B10K	B10K	nan	in_progress	B10K		
1870	Chalcophaps indica		Emerald Dove	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1871	Chalcophaps stephani		Stephan's Dove	Columbidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1872	Chalcopsitta atra		Black Lory	Psittaculidae		nan	nan	nan	nan	nan	B10K		
1873	Chalcopsitta cardinalis		Cardinal Lory	Psittaculidae		nan	nan	nan	nan	nan	B10K		
1874	Chalcopsitta duivenbodei	duivenbodei	Brown Lory	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
1875	Chalcopsitta scintillata		Yellow-streaked Lory	Psittaculidae		nan	nan	nan	nan	nan	B10K		
1876	Chalcostigma herrani		Rainbow-bearded Thornbill	Trochilidae		nan	nan	nan	nan	nan	B10K		
1877	Chalcostigma heteropogon		Bronze-tailed Thornbill	Trochilidae		nan	nan	nan	nan	nan	B10K		
1878	Chalcostigma olivaceum		Olivaceous Thornbill	Trochilidae		nan	nan	nan	nan	nan	B10K		
1879	Chalcostigma ruficeps		Rufous-capped Thornbill	Trochilidae		nan	nan	nan	nan	nan	B10K		
1880	Chalcostigma stanleyi		Blue-mantled Thornbill	Trochilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1881	Chalybura buffonii		White-vented Plumeleteer	Trochilidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1882	Chalybura urochrysia		Bronze-tailed Plumeleteer	Trochilidae		nan	nan	nan	nan	nan	B10K		
1883	Chamaea fasciata	fasciata	Wrentit	Sylviidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1884	Chamaepetes goudotii		Sickle-winged Guan	Cracidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1885	Chamaepetes unicolor		Black Guan	Cracidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
1886	Chamaetylas choloensis		Cholo Alethe	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1887	Chamaetylas fuelleborni		White-chested Alethe	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1888	Chamaetylas poliocephala	poliocephala	Brown-chested Alethe	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1889	Chamaetylas poliocephala		Brown-chested Alethe	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1890	Chamaetylas poliophrys		Red-throated Alethe	Muscicapidae		nan	nan	nan	nan	nan	B10K		
1891	Chamaeza campanisona		Short-tailed Ant-thrush	Formicariidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1892	Chamaeza meruloides		Such's Ant-thrush	Formicariidae		nan	nan	nan	nan	nan	B10K		
1893	Chamaeza mollissima		Barred Ant-thrush	Formicariidae		nan	nan	nan	nan	nan	B10K		
1894	Chamaeza nobilis		Striated Ant-thrush	Formicariidae		nan	nan	nan	nan	nan	B10K		
1895	Chamaeza ruficauda		Rufous-tailed Ant-thrush	Formicariidae		nan	nan	nan	nan	nan	B10K		
1896	Chamaeza turdina		Schwartz's Ant-thrush	Formicariidae		nan	nan	nan	nan	nan	B10K		
1897	Charadrius alexandrinus		Kentish Plover	Charadriidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
1898	Charadrius alexandrinus		Kentish Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1899	Charadrius alticola		Puna Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1900	Charadrius asiaticus		Caspian Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1901	Charadrius bicinctus		Double-banded Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1902	Charadrius collaris		Collared Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1903	Charadrius dubius	curonicus	Little Ringed Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1904	Charadrius falklandicus		Two-banded Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1905	Charadrius forbesi		Forbes's Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1906	Charadrius hiaticula		Common Ringed Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1907	Charadrius hiaticula		Common Ringed Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1908	Charadrius javanicus		Javan Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1909	Charadrius leschenaultii		Greater Sand Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1910	Charadrius marginatus		White-fronted Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1911	Charadrius melodus		Piping Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1912	Charadrius modestus		Rufous-chested Dotterel	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1913	Charadrius mongolus		Lesser Sand Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1914	Charadrius montanus		Mountain Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1915	Charadrius nivosus		Snowy Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1916	Charadrius obscurus		Red-breasted Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1917	Charadrius pallidus		Chestnut-banded Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1918	Charadrius pecuarius		Kittlitz's Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1919	Charadrius peronii		Malaysian Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1920	Charadrius placidus		Long-billed Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1921	Charadrius ruficapillus		Red-capped Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1922	Charadrius sanctaehelenae		St. Helena Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1923	Charadrius semipalmatus		Semipalmated Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1924	Charadrius thoracicus		Black-banded Plover	Charadriidae		nan	nan	nan	nan	nan	B10K		
1925	Charadrius tricollaris		Three-banded Plover	Charadriidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
