Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Mrakia frigida		strain: JCM 7857	29902	JCM_7857_assembly_v001	GCA_001600395.1	GenBank		Scaffold	304905	28616317	2016-03-01		PRJDB3713	SAMD00028434
Pascua guehoae		strain: JCM 10690	105714	JCM_10690_assembly_v001	GCA_001600415.1	GenBank		Scaffold	71637	33698914	2016-03-01		PRJDB3714	SAMD00028435
Phaffia rhodozyma		strain: JCM 9681	264483	JCM_9681_assembly_v001	GCA_001600435.1	GenBank		Scaffold	456863	19108479	2016-03-01		PRJDB3716	SAMD00028437
Endocalyx cinctus		strain: JCM 7946	1633209	JCM_7946_assembly_v001	GCA_001600455.1	GenBank		Scaffold	443743	44773950	2016-03-01		PRJDB3783	SAMD00028698
Pilasporangium apinafurcum		strain: JCM 30513	1635159	JCM_30513_assembly_v001	GCA_001600475.1	GenBank		Scaffold	112341	37582498	2016-03-01		PRJDB3796	SAMD00028699
Pilasporangium apinafurcum		strain: JCM 30514	1635159	JCM_30514_assembly_v001	GCA_001600495.1	GenBank		Scaffold	121426	37444745	2016-03-01		PRJDB3797	SAMD00028700
Yarrowia sp. JCM 30694		strain: JCM 30694	1635099	JCM_30694_assembly_v001	GCA_001600515.1	GenBank		Scaffold	208845	21758297	2016-03-01		PRJDB3798	SAMD00028701
Yarrowia sp. JCM 30696		strain: JCM 30696	1635100	JCM_30696_assembly_v001	GCA_001600535.1	GenBank		Scaffold	266141	21750525	2016-03-01		PRJDB3799	SAMD00028702
Albophoma yamanashiensis		strain: JCM 11844	1635095	JCM_11844_assembly_v001	GCA_001600555.1	GenBank		Scaffold	567446	31390562	2016-03-01		PRJDB3823	SAMD00028762
Didymobotryum rigidum		strain: JCM 8837	1635097	JCM_8837_assembly_v001	GCA_001600575.1	GenBank		Scaffold	455608	41729728	2016-03-01		PRJDB3824	SAMD00028763
Apiotrichum veenhuisii		strain: JCM 10691	105713	JCM_10691_assembly_v001	GCA_001600595.1	GenBank		Scaffold	358142	31617680	2016-03-01		PRJDB3717	SAMD00031909
Dioszegia crocea		strain: JCM 2961	4974	JCM_2961_assembly_v001	GCA_001600615.1	GenBank		Scaffold	706869	20595339	2016-03-01		PRJDB3718	SAMD00031910
Leucosporidium creatinivorum		strain: JCM 10699	106004	JCM_10699_assembly_v001	GCA_001600635.1	GenBank		Scaffold	231415	27969159	2016-03-01		PRJDB3719	SAMD00031911
Dioszegia aurantiaca		strain: JCM 2956	4973	JCM_2956_assembly_v001	GCA_001600655.1	GenBank		Scaffold	350057	19344119	2016-03-01		PRJDB3721	SAMD00031913
Millerozyma acaciae		strain: JCM 10732	28986	JCM_10732_assembly_v001	GCA_001600675.1	GenBank		Scaffold	778428	11065882	2016-03-01		PRJDB3722	SAMD00031914
Ascoidea asiatica		strain: JCM 7603	1301101	JCM_7603_assembly_v001	GCA_001600695.1	GenBank		Scaffold	236462	20313720	2016-03-01		PRJDB3724	SAMD00031916
Cutaneotrichosporon cutaneum		strain: JCM 1462	5554	JCM_1462_assembly_v001	GCA_001600715.1	GenBank		Scaffold	110385	23155501	2016-03-01		PRJDB3729	SAMD00031920
Apiotrichum laibachii		strain: JCM 2947	82520	JCM_2947_assembly_v001	GCA_001600735.1	GenBank		Scaffold	331945	30616633	2016-03-01		PRJDB3730	SAMD00031921
Ogataea methanolica		strain: JCM 10240	1156966	JCM_10240_assembly_v001	GCA_001600755.1	GenBank		Scaffold	223418	15086366	2016-03-01		PRJDB3731	SAMD00036787
Malassezia dermatis		strain: JCM 11348	169489	JCM_11348_assembly_v001	GCA_001600775.1	GenBank		Scaffold	276268	7551239	2016-03-01		PRJDB3732	SAMD00036788
Malassezia japonica		strain: JCM 11963	223818	JCM_11963_assembly_v001	GCA_001600795.1	GenBank		Scaffold	474362	8364631	2016-03-01		PRJDB3733	SAMD00036789
Alloascoidea hylecoeti		strain: JCM 7604	54196	JCM_7604_assembly_v001	GCA_001600815.1	GenBank		Scaffold	224558	24815695	2016-03-01		PRJDB3734	SAMD00036790
Malassezia nana		strain: JCM 12085	180528	JCM_12085_assembly_v001	GCA_001600835.1	GenBank		Scaffold	624426	7579486	2016-03-01		PRJDB3735	SAMD00036791
Saitozyma sp. JCM 24511		strain: JCM 24511	1639000	JCM_24511_assembly_v001	GCA_001600855.1	GenBank	From INSDC submitter	Scaffold	257002	28180937	2016-03-01	10249	PRJDB3825	SAMD00036793
Solicoccozyma terricola		strain: JCM 24518	104414	JCM_24518_assembly_v001	GCA_001600875.1	GenBank		Scaffold	62162	24117869	2016-03-01		PRJDB3736	SAMD00036794
Plasmodium reichenowi		strain: SY57	5854	ASM160185v1	GCA_001601855.1	GenBank	From INSDC submitter	Chromosome	9004	20477502	2016-04-08	5256	PRJNA295394	SAMN04053640
Plasmodium gaboni		strain: SY75	647221	ASM160202v1	GCA_001602025.1	GenBank	From INSDC submitter	Chromosome	17511	20356150	2016-04-08	5431	PRJNA295394	SAMN04053639
Zoysia japonica	Japanese lawn grass	cultivar: Nagirizaki	309978	ASM160227v1	GCA_001602275.1	GenBank		Scaffold	37669	334384427	2016-03-15		PRJDB4210	SAMD00041943
Zoysia matrella	Manila grass	cultivar: Wakaba	38722	ASM160229v1	GCA_001602295.1	GenBank		Scaffold	24399	563438595	2016-03-15		PRJDB4210	SAMD00041944
Zoysia pacifica		cultivar: Zanpa	1070856	ASM160231v1	GCA_001602315.1	GenBank		Scaffold	29005	397009957	2016-03-15		PRJDB4210	SAMD00041945
Flammulina velutipes		strain: TR19	38945	ASM160233v1	GCA_001602335.1	GenBank		Scaffold	69644	34792959	2016-03-10		PRJDB4587	SAMD00047331
Yarrowia sp. JCM 30695		strain: JCM 30695	1635101	JCM_30695_assembly_v001	GCA_001602355.1	GenBank		Scaffold	304279	21900276	2016-03-01		PRJDB3800	SAMD00031922
Aspergillus luchuensis		strain: RIB 2604	1069201	AspL_2604	GCA_001602395.1	GenBank	From INSDC submitter	Contig	1587554	34183795	2016-03-01	12920	PRJDB4548	SAMD00046550
Lepidothrix coronata	blue-crowned manakin	isolate: B3197, sex: male	321398	Lepidothrix_coronata-1.0	GCA_001604755.1	GenBank		Scaffold	141849	1079577334	2016-03-31		PRJNA300662	SAMN04274560
Phyllosticta capitalensis		strain: Gm33	121624	ASM160492v1	GCA_001604925.1	GenBank		Contig	51729	32454403	2016-03-31		PRJNA301361	SAMN04244515
Phyllosticta citricarpa		strain: Gc12	55181	ASM160495v1	GCA_001604955.1	GenBank		Contig	21052	31127197	2016-03-31		PRJNA301361	SAMN04244451
Cebus imitator	Panamanian white-faced capuchin	isolate: Cc_AM_T3, sex: male	2715852	Cebus_imitator-1.0	GCA_001604975.1	GenBank		Scaffold	41196	2717703182	2016-04-04		PRJNA298580	SAMN04522148
Hypsizygus marmoreus		strain: 51987-8	39966	ASM160531v2	GCA_001605315.2	GenBank	From INSDC submitter	Scaffold	621345	42710661	2018-07-25	16627	PRJNA312409	SAMN04497827
Sarocladium oryzae		isolate: Saro-13	284135	ASM160584v1	GCA_001605845.1	GenBank		Contig	18070	32778109	2016-04-01		PRJNA305454	SAMN04325378
Dendrobium catenatum		sex: hermaphrodite	906689	ASM160598v2	GCA_001605985.2	GenBank	From INSDC submitter	Scaffold	51736	1104107363	2017-12-12	29149	PRJNA262478	SAMN03083363
Anguilla rostrata	American eel	isolate: LakeOntario-01-2011, sex: female	7938	ASM160608v1	GCA_001606085.1	GenBank		Scaffold	7355	1413015927	2016-04-04		PRJNA285069	SAMN03737505
Tieghemostelium lacteum		strain: TK	361077	ASM160615v1	GCA_001606155.1	GenBank	From INSDC submitter	Contig	1098390	23375662	2016-04-04	10282	PRJNA305239	SAMN04320757
Oryza sativa Indica Group	long-grained rice	cultivar: Tetep	39946	ASM161119v1	GCA_001611195.1	GenBank		Scaffold	19251	351225022	2016-04-05		PRJNA305605	SAMN04275185
Oryza sativa Indica Group	long-grained rice	cultivar: Co39	39946	ASM161123v1	GCA_001611235.1	GenBank		Scaffold	6690	352226886	2016-04-05		PRJNA305604	SAMN04275173
Oryza sativa Indica Group	long-grained rice	cultivar: Tadukan	39946	ASM161125v1	GCA_001611255.1	GenBank		Scaffold	8272	331818899	2016-04-05		PRJNA305606	SAMN04275184
Saccharomyces cerevisiae Lalvin L2056		strain: Lalvin L2056	1144731	ASM161183v1	GCA_001611835.1	GenBank		Contig	6190	13854308	2016-04-06		PRJNA82909	SAMN02838032
Mycena chlorophos			658473	MycenaChlorophos_1.0	GCA_001612595.1	GenBank		Contig	5827	43602020	2016-04-02		PRJDB1751	SAMD00000405
Cutaneotrichosporon cutaneum		strain: ACCC 20271	5554	ASM161375v1	GCA_001613755.1	GenBank		Scaffold	58220	30717177	2016-04-07		PRJNA313001	SAMN04510874
Nannochloropsis gaditana		strain: CCMP527	72520	ASM161421v1	GCA_001614215.1	GenBank		Contig	12737	25618953	2016-04-08		PRJNA65109	SAMN04613695
Nannochloropsis limnetica		strain: CCMP505	120807	ASM161422v1	GCA_001614225.1	GenBank		Contig	2703	33508916	2016-04-08		PRJNA65105	SAMN04613694
Nannochloropsis oceanica OZ-1		strain: OZ-1	1027359	ASM161423v1	GCA_001614235.1	GenBank		Contig	39278	28021914	2016-04-08		PRJNA65101	SAMN04613693
Nannochloropsis salina CCMP1776		strain: CCMP1776	1027361	ASM161424v1	GCA_001614245.1	GenBank		Contig	12186	24357051	2016-04-08		PRJNA65115	SAMN04613696
Colletotrichum tofieldiae		strain: CBS 168.49	708197	Ct168.49v1	GCA_001618705.1	GenBank		Scaffold	284889	52962735	2016-04-12		PRJNA286723	SAMN03769595
Colletotrichum tofieldiae		strain: CBS 127615	708197	Ct127615v1	GCA_001618715.1	GenBank		Scaffold	372643	52719552	2016-04-12		PRJNA286721	SAMN03769593
Colletotrichum tofieldiae		strain: CBS 495.85	708197	Ct495.85v1	GCA_001618725.1	GenBank		Scaffold	245346	53491261	2016-04-12		PRJNA286757	SAMN03769835
Colletotrichum tofieldiae		strain: CBS 130851	708197	Ct130851v1	GCA_001618735.1	GenBank		Scaffold	364528	53216229	2016-04-12		PRJNA286720	SAMN03769592
Oryza sativa Indica Group	long-grained rice	cultivar: Minghui 63	39946	Mhv2.0	GCA_001618785.1	GenBank		Chromosome	110150	398762316	2016-04-14		PRJNA276972	SAMN03380733
Oryza sativa Indica Group	long-grained rice	cultivar: Zhenshan 97	39946	ZSv2.0	GCA_001618795.1	GenBank		Chromosome	188883	386485583	2016-04-14		PRJNA276972	SAMN03380734
Drechmeria coniospora		strain: ATCC 96282	98403	ASM161894v1	GCA_001618945.1	GenBank	From INSDC submitter	Scaffold	63762	31888966	2016-04-12	8661	PRJNA269584	SAMN03255134
Xylona heveae TC161		strain: TC161	1328760	Xylona heveae TC161 v1.0	GCA_001619985.1	GenBank	From INSDC submitter	Scaffold	360689	24337763	2016-04-14	8346	PRJNA200619	SAMN02744854
Oryza sativa Indica Group	long-grained rice	cultivar: Zhenshan 97	39946	ZS97RS2	GCA_001623345.2	GenBank		Chromosome	25683510	387326385	2018-10-23		PRJNA302542	SAMN04274564
Oryza sativa Indica Group	long-grained rice	cultivar: Minghui 63	39946	MH63RS2	GCA_001623365.2	GenBank		Chromosome	27020111	387424359	2018-10-25		PRJNA302543	SAMN04274565
Mus musculus	house mouse	sex: female, strain: 129S1/SvImJ	10090	129S1_SvImJ_v1	GCA_001624185.1	GenBank		Chromosome	14243	2732657393	2016-04-26		PRJNA310854	SAMN04489811
Mus musculus	house mouse	sex: female, strain: A/J	10090	A_J_v1	GCA_001624215.1	GenBank		Chromosome	19043	2629979094	2016-04-26		PRJNA310854	SAMN04489813
Scleropages formosus	Asian bonytongue	breed: green arowana, sex: male	113540	ASM162424v1	GCA_001624245.1	GenBank		Scaffold	63526	746544453	2016-04-20		PRJNA290061	SAMN03894453
Scleropages formosus	Asian bonytongue	breed: red arowana, sex: male	113540	ASM162425v1	GCA_001624255.1	GenBank		Scaffold	60472	738407480	2016-04-20		PRJNA290062	SAMN03894452
Scleropages formosus	Asian bonytongue	breed: golden arowana, sex: male	113540	ASM162426v1	GCA_001624265.1	GenBank		Scaffold	30805	777342625	2016-04-20		PRJNA290065	SAMN03894411
Mus musculus	house mouse	sex: female, strain: AKR/J	10090	AKR_J_v1	GCA_001624295.1	GenBank		Chromosome	23042	2712691254	2016-04-26		PRJNA310854	SAMN04489815
Mus musculus castaneus	southeastern Asian house mouse	sex: female, strain: CAST/EiJ	10091	CAST_EiJ_v1	GCA_001624445.1	GenBank		Chromosome	11642	2653974351	2016-04-26		PRJNA310854	SAMN04489822
Mus musculus	house mouse	sex: female, strain: CBA/J	10090	CBA_J_v1	GCA_001624475.1	GenBank		Chromosome	13074	2921711655	2016-04-26		PRJNA310854	SAMN04489823
Mus musculus	house mouse	sex: female, strain: DBA/2J	10090	DBA_2J_v1	GCA_001624505.1	GenBank		Chromosome	13123	2606145858	2016-04-26		PRJNA310854	SAMN04489824
Mus musculus	house mouse	sex: female, strain: FVB/NJ	10090	FVB_NJ_v1	GCA_001624535.1	GenBank		Chromosome	15797	2588602990	2016-04-26		PRJNA310854	SAMN04489825
Mus musculus	house mouse	sex: female, strain: NOD/ShiLtJ	10090	NOD_ShiLtJ_v1	GCA_001624675.1	GenBank		Chromosome	9438	2982046949	2016-04-26		PRJNA310854	SAMN04489827
Mus musculus	house mouse	sex: female, strain: NZO/HiLtJ	10090	NZO_HlLtJ_v1	GCA_001624745.1	GenBank		Chromosome	16509	2699250994	2016-04-26		PRJNA310854	SAMN04489828
Mus musculus musculus	eastern European house mouse	sex: female, strain: PWK/PhJ	39442	PWK_PhJ_v1	GCA_001624775.1	GenBank		Chromosome	5105	2559971091	2016-04-26		PRJNA310854	SAMN04489829
Mus musculus domesticus	western European house mouse	sex: female, strain: WSB/EiJ	10092	WSB_EiJ_v1	GCA_001624835.1	GenBank		Chromosome	11777	2689641256	2016-04-26		PRJNA310854	SAMN04489831
Mus spretus	western wild mouse	sex: female, strain: SPRET/EiJ	10096	SPRET_EiJ_v1	GCA_001624865.1	GenBank		Chromosome	17887	2625571169	2016-04-26		PRJNA310854	SAMN04489830
Puccinia horiana		strain: SC2014G01	331382	ASM162499v1	GCA_001624995.1	GenBank		Contig	2551593	66403143	2016-04-20		PRJNA306202	SAMN04347661
Saccharomyces boulardii (nom. inval.)		strain: ATCC MYA-797	252598	ASM162505v1	GCA_001625055.1	GenBank		Scaffold	23693	11538414	2016-03-30		PRJNA308002	SAMN04386102
Haemoproteus tartakovskyi		strain: SISKIN1	707206	ASM162512v1	GCA_001625125.1	GenBank		Scaffold	9714	23203015	2016-04-24		PRJNA309868	SAMN04441127
Drechmeria coniospora		strain: ARSEF 6962	98403	ASM162519v1	GCA_001625195.1	GenBank	From INSDC submitter	Chromosome	4137327	32831003	2016-04-24	8445	PRJNA277234	SAMN03387934
Daucus carota subsp. sativus		cultivar: DH1	79200	ASM162521v1	GCA_001625215.1	GenBank	From INSDC submitter	Chromosome	56299	421101997	2016-05-24	33502	PRJNA268187	SAMN03216637
Calycopis cecrops		sex: female	691633	3306_assembly_v2	GCA_001625245.1	GenBank		Scaffold	11646	728788927	2016-04-21		PRJNA314404	SAMN04534834
Colletotrichum tofieldiae		strain: 0861	708197	Ct0861v1	GCA_001625265.1	GenBank	From INSDC submitter	Scaffold	209340	52836184	2016-04-19	12501	PRJNA286731	SAMN03769761
Colletotrichum incanum		strain: MAFF 238704	1573173	Ci238704v1	GCA_001625285.1	GenBank	From INSDC submitter	Scaffold	177164	53597417	2016-04-19	12809	PRJNA286717	SAMN03769590
Branchiostoma belcheri	Belcher's lancelet	breed: outbred, isolate: BF01, sex: male	7741	Haploidv18h27	GCA_001625305.1	GenBank		Scaffold	47280	426108443	2016-04-21		PRJNA214454	SAMN04869859
Cairneyella variabilis		strain: VPRI 42388	1802957	ASM162534v1	GCA_001625345.1	GenBank		Contig	38895	50693610	2016-04-21		PRJNA225634	SAMN04263868
Branchiostoma belcheri	Belcher's lancelet	breed: outbred, isolate: BF01, sex: male	7741	Diploidv18	GCA_001625405.1	GenBank		Scaffold	30004	707901808	2016-04-21		PRJNA214454	SAMN04869859
Crotalus horridus	timber rattlesnake	isolate: 016-059-111, sex: female	35024	ASM162548v1	GCA_001625485.1	GenBank		Scaffold	5835	1520321693	2016-04-21		PRJNA181087	SAMN01815951
Fibularhizoctonia sp. CBS 109695		strain: CBS 109695	436010	Fibsp1	GCA_001630335.1	GenBank	From INSDC submitter	Scaffold	53996	95118143	2016-04-25	33036	PRJNA196049	SAMN02199021
Calocera viscosa TUFC12733		strain: TUFC12733	1330018	Calvi1	GCA_001630345.1	GenBank	From INSDC submitter	Scaffold	185910	29097227	2016-04-25	12420	PRJNA200620	SAMN02745652
Ascochyta rabiei		strain: ArDII	5454	AscRab1.0	GCA_001630375.1	GenBank	From INSDC submitter	Scaffold	107038	34658250	2016-04-19	10596	PRJNA272665	SAMN03284776
Aspergillus terreus		strain: 45A	33178	ASM163039v1	GCA_001630395.1	GenBank		Scaffold	90395	29325441	2016-04-25		PRJNA316035	SAMN04574062
Diaporthe ampelina		strain: S3MP	1214573	ASM163040v1	GCA_001630405.1	GenBank		Scaffold	124231	59495866	2016-04-25		PRJNA316173	SAMN04577763
Sporothrix globosa		strain: CBS 120340	545651	ASM163043v1	GCA_001630435.1	GenBank		Scaffold	288071	33473551	2016-04-25		PRJNA315855	SAMN04570824
Sporothrix globosa		strain: SS01	545651	ASM163044v1	GCA_001630445.1	GenBank		Scaffold	179086	33493113	2016-04-25		PRJNA315862	SAMN04571035
Sistotremastrum niveocremeum HHB9708		strain: HHB9708	1314777	Sisni1	GCA_001630475.1	GenBank	From INSDC submitter	Scaffold	191498	35361098	2016-04-27	13148	PRJNA196050	SAMN02745992
Coelastrella sp. M60		isolate: M60	1489057	ASM163052v1	GCA_001630525.1	GenBank		Contig	9337	80221759	2016-04-25		PRJNA306811	SAMN04497931
Pseudogymnoascus sp. 04NY16		strain: 04NY16	1752145	ASM163057v1	GCA_001630575.1	GenBank		Scaffold	28591	31282179	2016-05-27		PRJNA299331	SAMN04196960
Pseudogymnoascus sp. BL549		strain: BL549	1436941	ASM163058v1	GCA_001630585.1	GenBank		Scaffold	35332	25837219	2016-04-25		PRJNA299331	SAMN04196959
Pseudogymnoascus sp. BL308		strain: BL308	1436940	ASM163059v1	GCA_001630595.1	GenBank		Scaffold	56242	31386878	2016-05-27		PRJNA299331	SAMN04196939
Pseudogymnoascus pannorum var. pannorum		strain: ATCC 16222	79859	ASM163060v1	GCA_001630605.1	GenBank		Scaffold	207300	30473340	2016-04-25		PRJNA299331	SAMN04155469
Oscheius sp. TEL-2014		isolate: Inbred line 7, sex: pooled male and female, strain: TEL-2014	1573569	ASM163078v1	GCA_001630785.1	GenBank		Scaffold	1078	112559038	2016-04-25		PRJNA301782	SAMN04259800
Daedalea quercina L-15889		strain: L-15889	1314783	Daequ1	GCA_001632345.1	GenBank	From INSDC submitter	Scaffold	137366	32736329	2016-04-27	12311	PRJNA196055	SAMN02745929
Sistotremastrum suecicum HHB10207 ss-3		strain: HHB10207 ss-3	1314776	Sissu1	GCA_001632355.1	GenBank	From INSDC submitter	Scaffold	101847	33857913	2016-04-27	13730	PRJNA196047	SAMN02745964
Laetiporus sulphureus 93-53		strain: 93-53	1314785	Laesu1	GCA_001632365.1	GenBank	From INSDC submitter	Scaffold	114592	39909705	2016-04-27	13841	PRJNA196057	SAMN02745959
Exidia glandulosa HHB12029		strain: HHB12029	1314781	Exigl1	GCA_001632375.1	GenBank	From INSDC submitter	Scaffold	40344	78161169	2016-04-28	26835	PRJNA196053	SAMN02745873
Neolentinus lepideus HHB14362 ss-1		strain: HHB14362 ss-1	1314782	Neole1	GCA_001632425.1	GenBank	From INSDC submitter	Scaffold	101319	35640188	2016-04-27	13310	PRJNA196054	SAMN02745928
Calocera cornea HHB12733		strain: HHB12733	1353952	Calco1	GCA_001632435.1	GenBank	From INSDC submitter	Scaffold	78250	33244933	2016-04-27	13213	PRJNA210204	SAMN02745930
Peniophora sp. CONT		strain: CONT	1314672	Ricme1	GCA_001632445.1	GenBank	From INSDC submitter	Scaffold	112226	46030792	2016-04-28	19182	PRJNA196016	SAMN02195013
Daphnia magna		sex: pooled male and female, strain: Xinb3	35525	daphmag2.4	GCA_001632505.1	GenBank	From INSDC submitter	Scaffold	9544	129543483	2016-04-26	26646	PRJNA298946	SAMN03703141
Mus musculus	house mouse	sex: female, strain: BALB/cJ	10090	BALB_cJ_v1	GCA_001632525.1	GenBank		Chromosome	16195	2627327954	2016-05-09		PRJNA310854	SAMN04489816
Mus musculus	house mouse	sex: female, strain: C57BL/6NJ	10090	C57BL_6NJ_v1	GCA_001632555.1	GenBank		Chromosome	12707	2806783987	2016-05-09		PRJNA310854	SAMN04489821
Mus musculus	house mouse	sex: female, strain: C3H/HeJ	10090	C3H_HeJ_v1	GCA_001632575.1	GenBank		Chromosome	14540	2701115015	2016-05-09		PRJNA310854	SAMN04489818
Mus musculus	house mouse	sex: female, strain: LP/J	10090	LP_J_v1	GCA_001632615.1	GenBank		Chromosome	12608	2730782202	2016-05-09		PRJNA310854	SAMN04489826
Corbicula fluminea	asian clam	isolate: DE_01	45949	ASM163272v1	GCA_001632725.1	GenBank		Contig	849	662517	2016-04-26		PRJNA318156	SAMN04633495
Fusarium metavorans		strain: FSSC_6	2421284	ASM163304v1	GCA_001633045.1	GenBank		Scaffold	88283	46940970	2016-04-27		PRJNA314357	SAMN04532693
Ophiocordyceps polyrhachis-furcata BCC 54312		strain: BCC 54312	1330021	OPF BCC54312 improved	GCA_001633055.2	GenBank	From INSDC submitter	Scaffold	27154	43252821	2018-07-17	8988	PRJNA200756	SAMN04099149
Carthamus tinctorius	safflower	cultivar: AC SUNSET	4222	Safflower1	GCA_001633085.1	GenBank		Scaffold	3410	661937708	2016-04-27		PRJNA313459	SAMN04523257
Quercus lobata	valley oak	isolate: SW786	97700	ValleyOak3.0	GCA_001633185.3	GenBank		Chromosome	965935	846070421	2019-01-11		PRJNA308314	SAMN10584531
Dichanthelium oligosanthes		cultivar: Kellogg 1175	888268	ASM163321v2	GCA_001633215.2	GenBank	From INSDC submitter	Scaffold	12062	589166415	2016-09-29	26468	PRJNA305932	SAMN04335715
Saccharomyces cerevisiae	baker's yeast	strain: GLBRCY22-3	4932	GLBRCY22-3	GCA_001634645.1	GenBank	From INSDC submitter	Chromosome	671365	12294275	2016-05-11	6970	PRJNA279877	SAMN03451116
Moelleriella libera RCEF 2490		strain: RCEF 2490	1081109	AAL 1.0	GCA_001636675.1	GenBank	From INSDC submitter	Scaffold	130784	30871875	2016-05-04	8461	PRJNA72735	SAMN04908325
Ascosphaera apis ARSEF 7405		strain: ARSEF 7405	392613	AAP 1.0	GCA_001636715.1	GenBank	From INSDC submitter	Scaffold	12807	20313079	2016-05-02	6442	PRJNA72725	SAMN04908326
Cordyceps fumosorosea ARSEF 2679		strain: ARSEF 2679	1081104	ISF 1.0	GCA_001636725.1	GenBank	From INSDC submitter	Scaffold	201388	33485962	2016-05-04	10061	PRJNA72737	SAMN04908328
Beauveria brongniartii RCEF 3172		strain: RCEF 3172	1081107	BBO 1.0	GCA_001636735.1	GenBank	From INSDC submitter	Scaffold	83189	32515992	2016-05-04	9595	PRJNA72729	SAMN04908327
Metarhizium rileyi RCEF 4871		strain: RCEF 4871	1081105	NOR 1.0	GCA_001636745.1	GenBank	From INSDC submitter	Scaffold	297345	32013981	2016-05-04	8764	PRJNA72739	SAMN04908329
